gene,gscore,druggable,A,B
STAT3,0.502499999999999947,True,True,True
STAT5A,0.491800000000000015,False,False,True
STAT5B,0.430499999999999994,True,False,True
STC2,0.149999999999999994,False,False,True
STEAP2,0.149999999999999994,False,False,True
STEAP3,0.149999999999999994,False,False,True
STIM1,0.149999999999999994,False,False,True
STIM2,0.0749999999999999972,False,False,True
STK10,0.386699999999999988,False,False,True
STK16,0.149999999999999994,False,False,True
STK17A,0.238699999999999996,False,False,True
STK17B,0.318199999999999983,True,False,True
STK19,0.403600000000000014,False,False,True
STK32B,0.310699999999999976,False,False,True
STK33,0.149999999999999994,False,False,True
STK35,0.361999999999999988,False,False,True
STK38L,0.336899999999999977,False,False,True
STMN1,0.0749999999999999972,False,False,True
STOML3,0.0749999999999999972,False,False,True
STPG1,0,False,False,True
STPG2,0,False,False,True
STRA6,0.149999999999999994,False,False,True
STRA8,0.149999999999999994,False,False,True
STRBP,0.0749999999999999972,False,False,True
STRIP2,0,False,False,True
STRN,0.25,False,False,True
STRN3,0.149999999999999994,False,False,True
STRN4,0.467600000000000016,False,False,True
STT3B,0.0749999999999999972,False,False,True
STX10,0.149999999999999994,False,False,True
STX12,0.225000000000000006,False,False,True
STX16,0.149999999999999994,False,False,True
STX18,0.149999999999999994,False,False,True
STX4,0.165699999999999986,False,False,True
STXBP1,0.149999999999999994,False,False,True
STXBP3,0.0749999999999999972,False,False,True
STXBP4,0.149999999999999994,False,False,True
STXBP5,0.0749999999999999972,False,False,True
STXBP5L,0.0749999999999999972,False,False,True
STYK1,0.149999999999999994,False,False,True
SUB1,0.149999999999999994,False,False,True
SUCLA2,0.365700000000000025,True,False,True
SUCLG1,0.0749999999999999972,True,False,True
SUGCT,0,False,False,True
SUGT1,0.149999999999999994,False,False,True
SULT1B1,0.0749999999999999972,True,False,True
SULT1C2,0.225000000000000006,False,False,True
SULT6B1,0.0749999999999999972,False,False,True
SUMO2,0.0749999999999999972,False,False,True
SUN3,0.0749999999999999972,False,False,True
SUOX,0.321299999999999975,False,False,True
SUPT16H,0.149999999999999994,False,False,True
SUPT3H,0.0749999999999999972,False,False,True
SUPT5H,0.0749999999999999972,False,False,True
SUPT6H,0.149999999999999994,False,False,True
SUPV3L1,0.225000000000000006,False,False,True
SURF1,0.149999999999999994,False,False,True
SURF4,0.149999999999999994,False,False,True
SUSD5,0.149999999999999994,False,False,True
SUSD6,0,False,False,True
SUV39H1,0.0749999999999999972,False,False,True
SUZ12,0.617700000000000027,False,False,True
SV2C,0.149999999999999994,False,False,True
SVIL,0.125,False,False,True
SWSAP1,0,False,False,True
SYBU,0.0749999999999999972,False,False,True
SYCE3,0,False,False,True
SYCP1,0.149999999999999994,False,False,True
SYF2,0.149999999999999994,False,False,True
SYK,0.408899999999999986,True,False,True
SYNCRIP,0.149999999999999994,False,False,True
SYNE4,0,False,False,True
SYNGR1,0.149999999999999994,False,False,True
SYNGR2,0.149999999999999994,False,False,True
SYNPO2,0.149999999999999994,False,False,True
SYNPO2L,0.0749999999999999972,False,False,True
SYNRG,0.149999999999999994,False,False,True
SYP,0.0749999999999999972,False,False,True
SYPL2,0.149999999999999994,False,False,True
SYT10,0.149999999999999994,False,False,True
SYT3,0.149999999999999994,False,False,True
SYVN1,0.0749999999999999972,False,False,True
TAAR1,0.0749999999999999972,True,False,True
TAAR2,0.0749999999999999972,False,False,True
TAAR8,0.149999999999999994,False,False,True
TAAR9,0.149999999999999994,False,False,True
TAB2,0.274299999999999988,True,False,True
TAC1,0.149999999999999994,False,False,True
TAC3,0.149999999999999994,False,False,True
TACC2,0.149999999999999994,False,True,True
TACC3,0.357899999999999996,False,False,True
TACR1,0.149999999999999994,True,False,True
TAF1D,0.0749999999999999972,False,False,True
TAF1L,0.163200000000000012,False,False,True
TAF5,0.149999999999999994,False,False,True
TAF9,0.149999999999999994,False,False,True
TAGLN,0.149999999999999994,False,False,True
TAGLN3,0.149999999999999994,False,False,True
TALDO1,0.0749999999999999972,False,False,True
TANGO2,0,False,False,True
TANK,0.0749999999999999972,False,False,True
TAOK3,0.149999999999999994,False,False,True
TAP1,0.200000000000000011,False,False,True
TAPBP,0.0749999999999999972,False,False,True
TAPT1,0.149999999999999994,False,False,True
TAS1R2,0.354100000000000026,True,False,True
TAS2R10,0.149999999999999994,False,False,True
TAS2R20,0.0749999999999999972,False,False,True
TAS2R38,0.149999999999999994,False,False,True
TAS2R43,0.149999999999999994,False,True,True
TAS2R50,0.149999999999999994,False,False,True
TAS2R7,0.149999999999999994,False,False,True
TAS2R9,0.149999999999999994,False,False,True
TASP1,0.149999999999999994,False,False,True
TATDN1,0.149999999999999994,False,True,True
TATDN3,0.0749999999999999972,False,False,True
TAX1BP1,0.0749999999999999972,False,False,True
TBC1D12,0.25,False,False,True
TBC1D14,0.149999999999999994,False,False,True
TBC1D17,0.0749999999999999972,False,False,True
TBC1D20,0.0749999999999999972,False,False,True
TBC1D21,0.0749999999999999972,False,False,True
TBC1D22B,0.0749999999999999972,False,False,True
TBC1D23,0.0749999999999999972,False,False,True
TBC1D24,0.149999999999999994,False,False,True
TBC1D28,0.0749999999999999972,False,False,True
TBC1D29,0.0749999999999999972,False,False,True
TBC1D31,0,False,False,True
TBC1D32,0,False,False,True
TBC1D3C,0.0749999999999999972,False,False,True
TBC1D3F,0,False,False,True
TBC1D3H,0.0749999999999999972,False,False,True
TBC1D9,0.149999999999999994,False,False,True
TBCC,0.149999999999999994,False,False,True
TBCE,0.149999999999999994,False,False,True
TBCK,0.361399999999999999,False,False,True
TBKBP1,0.0749999999999999972,False,False,True
TBL2,0.149999999999999994,False,False,True
TBRG4,0.174999999999999989,False,False,True
TBX1,0.149999999999999994,False,False,True
TBX10,0.149999999999999994,False,False,True
TBX15,0.0749999999999999972,False,False,True
TBX2,0.225000000000000006,False,False,True
TBX20,0.149999999999999994,False,False,True
TBX21,0.0749999999999999972,False,False,True
TBX3,0.474999999999999978,False,False,True
TBX4,0.149999999999999994,False,False,True
TCAF2,0,False,False,True
TCEA1,0.25,False,False,True
TCEA2,0.225000000000000006,False,False,True
TCEAL4,0.0749999999999999972,False,False,True
TCEANC2,0,False,False,True
TCERG1,0.149999999999999994,False,False,True
TCF12,0.629000000000000004,False,False,True
TCF19,0.320299999999999974,False,False,True
TCF3,0.616099999999999981,False,False,True
TCF4,0.225000000000000006,False,False,True
TCF7,0.174999999999999989,False,False,True
TCF7L2,0.706699999999999995,False,False,True
TCHH,0.0749999999999999972,False,False,True
TCHHL1,0.149999999999999994,False,False,True
TCIRG1,0.149999999999999994,False,False,True
TCL1A,0.465100000000000013,False,False,True
TCL1B,0.0749999999999999972,False,False,True
TCP1,0.149999999999999994,False,False,True
TCP10L,0.0749999999999999972,False,False,True
TCP11L1,0.0749999999999999972,False,False,True
TCTE1,0.0749999999999999972,False,False,True
TCTN2,0.0749999999999999972,False,False,True
TCTN3,0.0749999999999999972,False,False,True
TDG,0.0749999999999999972,False,False,True
TDP2,0,False,False,True
TDRD10,0.174999999999999989,False,False,True
TDRD5,0.149999999999999994,False,False,True
TDRD6,0.0749999999999999972,False,False,True
TEAD1,0.149999999999999994,False,False,True
TEAD3,0.149999999999999994,False,False,True
TEAD4,0.225000000000000006,False,False,True
TECPR1,0.0749999999999999972,False,False,True
TECPR2,0.149999999999999994,False,False,True
TEF,0.225000000000000006,False,False,True
TEFM,0,False,False,True
TEKT2,0.0749999999999999972,False,False,True
TEKT4,0.0749999999999999972,False,False,True
TEPSIN,0,False,False,True
TERF1,0.0749999999999999972,False,False,True
TERF2IP,0.149999999999999994,False,False,True
TERT,0.25,True,False,True
TES,0.149999999999999994,False,False,True
TESK1,0.236199999999999993,False,False,True
TET1,0.25,False,False,True
TET2,0.375,False,False,True
TEX10,0.0749999999999999972,False,False,True
TEX11,0.0749999999999999972,False,False,True
TEX15,0.0749999999999999972,False,False,True
TEX22,0,False,False,True
TEX261,0.0749999999999999972,False,False,True
TEX47,0,False,False,True
TF,0.273299999999999987,False,False,True
TFAM,0.149999999999999994,False,False,True
TFAP2A,0.0749999999999999972,False,False,True
TFAP2B,0.149999999999999994,False,False,True
TFAP2C,0.149999999999999994,False,False,True
TFAP2D,0.149999999999999994,False,False,True
TFAP2E,0.149999999999999994,False,False,True
TFB1M,0.149999999999999994,False,False,True
TFB2M,0.149999999999999994,False,False,True
TFDP1,0.25,False,True,True
TFDP2,0.149999999999999994,False,False,True
TFEB,0.480899999999999994,False,False,True
TFG,0.499099999999999988,False,False,True
TFPI,0.262199999999999989,True,False,True
TFRC,0.648499999999999965,False,False,True
TG,0.225000000000000006,False,False,True
TGDS,0.225000000000000006,False,False,True
TGFA,0.149999999999999994,False,False,True
TGFB2,0.35089999999999999,True,False,True
TGFBR2,0.674699999999999966,True,False,True
TGFBR3L,0,False,False,True
TGFBRAP1,0.0749999999999999972,False,False,True
TGIF2,0.149999999999999994,False,False,True
TGIF2-C20orf24,0,False,False,True
TGS1,0.313199999999999978,False,False,True
THAP1,0.149999999999999994,False,False,True
THAP2,0.0749999999999999972,False,False,True
THAP3,0.0749999999999999972,False,False,True
THAP7,0.0749999999999999972,False,False,True
THBD,0.329699999999999993,True,False,True
THBS1,0.21740000000000001,False,False,True
THBS2,0.149999999999999994,False,False,True
THEGL,0,False,False,True
THEM4,0.149999999999999994,False,False,True
THEM5,0.149999999999999994,False,False,True
THEM6,0,False,False,True
THEMIS,0.0749999999999999972,False,False,True
THEMIS2,0,False,False,True
THG1L,0.0749999999999999972,False,False,True
THOC1,0.149999999999999994,False,False,True
THOC3,0.149999999999999994,False,False,True
THOC5,0.0749999999999999972,False,False,True
THOC6,0.0749999999999999972,False,False,True
THOC7,0.149999999999999994,False,False,True
THOP1,0.149999999999999994,False,False,True
THRAP3,0.393000000000000016,False,False,True
THSD1,0.0749999999999999972,False,False,True
THSD4,0.0749999999999999972,False,False,True
THTPA,0.149999999999999994,False,False,True
THUMPD1,0.0749999999999999972,False,False,True
THUMPD2,0.0749999999999999972,False,False,True
TIAM1,0.416200000000000014,False,False,True
TIAM2,0.149999999999999994,False,False,True
TIE1,0.0749999999999999972,False,False,True
TIFAB,0.0749999999999999972,False,False,True
TIGD4,0.0749999999999999972,False,False,True
TIGD5,0.149999999999999994,False,False,True
TIMM13,0.0749999999999999972,False,False,True
TIMM17A,0.149999999999999994,False,False,True
TIMM50,0.149999999999999994,False,False,True
TIMM8B,0.149999999999999994,False,False,True
TIMM9,0.0749999999999999972,False,False,True
TIMMDC1,0,False,False,True
TIMP3,0.316900000000000015,True,False,True
TINF2,0.149999999999999994,False,False,True
TIPARP,0.149999999999999994,False,False,True
TJP2,0.25,False,False,True
TJP3,0.149999999999999994,False,False,True
TK1,0.323299999999999976,True,False,True
TK2,0.149999999999999994,True,False,True
TKFC,0,False,False,True
TKTL1,0.0749999999999999972,False,False,True
TLCD1,0.149999999999999994,False,False,True
TLDC1,0,False,False,True
TLE1,0.510499999999999954,False,False,True
TLE3,0.382299999999999973,False,False,True
TLK2,0.32729999999999998,False,False,True
TLN1,0.0749999999999999972,False,True,True
TLN2,0.0749999999999999972,False,False,True
TLR2,0.0749999999999999972,True,False,True
TLR4,0.480499999999999983,True,True,True
TLX1,0.474399999999999988,False,True,True
TLX2,0.149999999999999994,False,False,True
TM4SF18,0.0749999999999999972,False,False,True
TM4SF19,0.149999999999999994,False,False,True
TM4SF4,0.149999999999999994,False,False,True
TM6SF2,0.149999999999999994,False,False,True
TM7SF2,0.149999999999999994,False,False,True
TM7SF3,0.0749999999999999972,False,False,True
TM9SF2,0.149999999999999994,False,False,True
TMA7,0,False,False,True
TMBIM4,0.149999999999999994,False,False,True
TMC5,0.149999999999999994,False,False,True
TMC8,0.0749999999999999972,False,False,True
TMCO1,0.0749999999999999972,False,False,True
TMCO3,0.0749999999999999972,False,False,True
TMCO4,0.0749999999999999972,False,False,True
TMCO5A,0.0749999999999999972,False,False,True
TMCO6,0.149999999999999994,False,False,True
TMED10,0.149999999999999994,False,False,True
TMED10P1,0.0749999999999999972,False,False,True
TMED7,0.149999999999999994,False,False,True
TMED9,0.0749999999999999972,False,False,True
TMEM101,0.149999999999999994,False,False,True
TMEM104,0.0749999999999999972,False,False,True
TMEM105,0.149999999999999994,False,False,True
TMEM106A,0.0749999999999999972,False,False,True
TMEM106C,0.0749999999999999972,False,False,True
TMEM109,0.0749999999999999972,False,False,True
TMEM11,0.225000000000000006,False,False,True
TMEM110,0.149999999999999994,False,False,True
TMEM115,0.0749999999999999972,False,False,True
TMEM116,0.0749999999999999972,False,False,True
TMEM117,0.0749999999999999972,False,False,True
TMEM121B,0,False,False,True
TMEM123,0.0749999999999999972,False,False,True
TMEM126A,0,False,False,True
TMEM130,0.0749999999999999972,False,False,True
TMEM134,0.149999999999999994,False,False,True
TMEM139,0.149999999999999994,False,False,True
TMEM141,0.0749999999999999972,False,False,True
TMEM143,0.0749999999999999972,False,False,True
TMEM144,0.0749999999999999972,False,False,True
TMEM147,0.149999999999999994,False,False,True
TMEM154,0.0749999999999999972,False,False,True
TMEM161B,0.0749999999999999972,False,False,True
TMEM163,0.0749999999999999972,False,False,True
TMEM167A,0.0749999999999999972,False,False,True
TMEM168,0.149999999999999994,False,False,True
TMEM169,0.0749999999999999972,False,False,True
TMEM170A,0.149999999999999994,False,False,True
TMEM176A,0.149999999999999994,False,False,True
TMEM176B,0.149999999999999994,False,False,True
TMEM177,0.0749999999999999972,False,False,True
TMEM178A,0,False,False,True
TMEM178B,0,False,False,True
TMEM183A,0.149999999999999994,False,False,True
TMEM184A,0.149999999999999994,False,False,True
TMEM186,0.149999999999999994,False,False,True
TMEM189,0.0749999999999999972,False,False,True
TMEM196,0.0749999999999999972,False,False,True
TMEM198,0.0749999999999999972,False,False,True
TMEM199,0.0749999999999999972,False,False,True
TMEM2,0.0749999999999999972,False,False,True
TMEM201,0.149999999999999994,False,False,True
TMEM204,0.0749999999999999972,False,False,True
TMEM205,0.0749999999999999972,False,False,True
TMEM208,0.0749999999999999972,False,False,True
TMEM209,0.149999999999999994,False,False,True
TMEM214,0.0749999999999999972,False,False,True
TMEM218,0.0749999999999999972,False,False,True
TMEM223,0,False,False,True
TMEM225,0.0749999999999999972,False,False,True
TMEM229A,0.149999999999999994,False,False,True
TMEM229B,0.0749999999999999972,False,False,True
TMEM230,0,False,False,True
TMEM233,0.0749999999999999972,False,False,True
TMEM235,0,False,False,True
TMEM237,0,False,False,True
TMEM239,0,False,False,True
TMEM240,0,False,False,True
TMEM242,0,False,False,True
TMEM243,0,False,False,True
TMEM245,0,False,False,True
TMEM247,0,False,False,True
TMEM251,0,False,False,True
TMEM254,0,False,False,True
TMEM259,0,False,False,True
TMEM260,0,False,False,True
TMEM33,0.149999999999999994,False,False,True
TMEM38A,0.0749999999999999972,False,False,True
TMEM38B,0.0749999999999999972,False,False,True
TMEM39B,0,False,False,True
TMEM40,0.149999999999999994,False,False,True
TMEM41A,0.0749999999999999972,False,False,True
TMEM41B,0.0749999999999999972,False,False,True
TMEM42,0.0749999999999999972,False,False,True
TMEM44,0.149999999999999994,False,False,True
TMEM47,0.149999999999999994,False,False,True
TMEM50B,0.0749999999999999972,False,False,True
TMEM56,0.0749999999999999972,False,False,True
TMEM60,0.149999999999999994,False,False,True
TMEM63A,0.149999999999999994,False,False,True
TMEM63C,0.0749999999999999972,False,False,True
TMEM65,0.149999999999999994,False,False,True
TMEM67,0.149999999999999994,False,False,True
TMEM68,0.149999999999999994,False,False,True
TMEM69,0.0749999999999999972,False,False,True
TMEM80,0.0749999999999999972,False,False,True
TMEM81,0.0749999999999999972,False,False,True
TMEM86B,0.0749999999999999972,False,False,True
TMEM8A,0.0749999999999999972,False,False,True
TMEM8B,0.0749999999999999972,False,False,True
TMEM97,0.0749999999999999972,False,False,True
TMEM9B,0.0749999999999999972,False,False,True
TMF1,0.0749999999999999972,False,False,True
TMOD1,0.149999999999999994,False,False,True
TMOD4,0.0749999999999999972,False,False,True
TMPRSS11A,0.0749999999999999972,False,False,True
TMPRSS11BNL,0.0749999999999999972,False,False,True
TMPRSS11E,0,False,False,True
TMPRSS11F,0.149999999999999994,False,False,True
TMPRSS3,0.149999999999999994,False,False,True
TMPRSS9,0.149999999999999994,False,False,True
TMSB10,0.0749999999999999972,False,False,True
TMTC4,0.149999999999999994,False,False,True
TNC,0.149999999999999994,True,False,True
TNFAIP3,0.434300000000000019,False,False,True
TNFAIP8L2,0.0749999999999999972,False,False,True
TNFRSF10A,0.149999999999999994,True,False,True
TNFRSF12A,0.0749999999999999972,True,False,True
TNFRSF14,0.349999999999999978,False,True,True
TNFRSF17,0.464600000000000013,False,False,True
TNFRSF18,0.225000000000000006,False,False,True
TNFRSF19,0.149999999999999994,False,False,True
TNFRSF8,0.448900000000000021,True,False,True
TNFSF10,0.372999999999999998,False,False,True
TNFSF18,0.0749999999999999972,False,False,True
TNIP3,0.149999999999999994,False,False,True
TNKS,0.149999999999999994,False,False,True
TNN,0.0749999999999999972,False,False,True
TNNI3,0.258400000000000019,True,False,True
TNNI3K,0.149999999999999994,False,False,True
TNNT1,0.0749999999999999972,False,False,True
TNP2,0.0749999999999999972,False,False,True
TNRC6A,0.149999999999999994,False,False,True
TNRC6C,0.149999999999999994,False,False,True
TNS2,0,False,False,True
TNS3,0.225000000000000006,False,False,True
TNXB,0.0749999999999999972,False,True,True
TOB1,0.149999999999999994,False,False,True
TOM1,0.25,False,False,True
TOM1L1,0.225000000000000006,False,False,True
TOMM20L,0.0749999999999999972,False,False,True
TOMM34,0.149999999999999994,False,False,True
TOMM40,0.149999999999999994,False,False,True
TOMM6,0.0749999999999999972,False,False,True
TOMM70,0,False,False,True
TONSL,0,False,False,True
TOP1,0.491900000000000004,True,False,True
TOP1MT,0.149999999999999994,True,False,True
TOP2A,0.1938,True,False,True
TOP2B,0.295999999999999985,True,False,True
TOPAZ1,0,False,False,True
TOPBP1,0.246700000000000003,False,False,True
TOPORS,0.0749999999999999972,False,False,True
TOR1AIP2,0.0749999999999999972,False,False,True
TOR3A,0.149999999999999994,False,False,True
TOX,0.0749999999999999972,False,False,True
TOX2,0.149999999999999994,False,False,True
TOX4,0.0749999999999999972,False,False,True
TP53I13,0.0749999999999999972,False,False,True
TP53INP1,0.149999999999999994,False,False,True
TP53INP2,0.0749999999999999972,False,False,True
TP53RK,0.528599999999999959,False,False,True
TP63,0.25,False,True,True
TPBGL,0,False,False,True
TPD52,0.149999999999999994,False,False,True
TPD52L1,0.149999999999999994,False,False,True
TPGS1,0,False,False,True
TPH1,0.0749999999999999972,True,False,True
TPH2,0.397299999999999986,True,False,True
TPK1,0.440599999999999992,True,False,True
TPM1,0.200000000000000011,False,False,True
TPM4,0.25,False,False,True
TPMT,0.382500000000000007,True,False,True
TPPP,0.149999999999999994,False,False,True
TPST1,0.225000000000000006,False,False,True
TPST2,0.149999999999999994,False,False,True
TPTE,0.149999999999999994,False,False,True
TRA2A,0.149999999999999994,False,False,True
TRA2B,0.149999999999999994,False,False,True
TRADD,0.225000000000000006,False,False,True
TRAF2,0.149999999999999994,False,False,True
TRAF4,0.0749999999999999972,False,False,True
TRAF6,0.0749999999999999972,False,False,True
TRAF7,0.25,False,False,True
TRAK1,0.225000000000000006,False,False,True
TRAM2,0.0749999999999999972,False,False,True
TRANK1,0.149999999999999994,False,True,True
TRAPPC11,0,False,False,True
TRAPPC12,0,False,False,True
TRAPPC13,0,False,False,True
TRAPPC2L,0.149999999999999994,False,False,True
TRAPPC8,0,False,False,True
TRAT1,0.149999999999999994,False,False,True
TRDMT1,0.149999999999999994,True,False,True
TRDN,0.149999999999999994,False,False,True
TREML2,0.149999999999999994,False,False,True
TRHDE,0.149999999999999994,False,False,True
TRIB1,0.149999999999999994,False,True,True
TRIB2,0.0749999999999999972,False,False,True
TRIM10,0.149999999999999994,False,False,True
TRIM13,0.347899999999999987,True,False,True
TRIM14,0.0749999999999999972,False,False,True
TRIM17,0.149999999999999994,False,False,True
TRIM21,0.0749999999999999972,False,False,True
TRIM28,0.295499999999999985,False,False,True
TRIM29,0.225000000000000006,False,False,True
TRIM31,0.149999999999999994,False,False,True
TRIM38,0.0749999999999999972,False,False,True
TRIM39,0.149999999999999994,False,False,True
TRIM41,0.0749999999999999972,False,False,True
TRIM45,0.0749999999999999972,False,False,True
TRIM46,0.149999999999999994,False,False,True
TRIM6,0.0749999999999999972,False,False,True
TRIM61,0.149999999999999994,False,False,True
TRIM66,0.0749999999999999972,False,False,True
TRIM67,0.149999999999999994,False,False,True
TRIM69,0.149999999999999994,False,False,True
TRIM71,0.0749999999999999972,False,False,True
TRIM74,0.149999999999999994,False,False,True
TRIM9,0.0749999999999999972,False,False,True
TRIO,0.581500000000000017,False,False,True
TRIOBP,0.0749999999999999972,False,False,True
TRIP11,0.506800000000000028,False,False,True
TRIP13,0.348999999999999977,False,False,True
TRMT1,0.0749999999999999972,False,False,True
TRMT10A,0,False,False,True
TRMT12,0.149999999999999994,False,False,True
TRMT6,0.149999999999999994,False,False,True
TRMT61B,0.0749999999999999972,False,False,True
TRNP1,0.149999999999999994,False,False,True
TROAP,0.0749999999999999972,False,False,True
TRPA1,0.149999999999999994,True,False,True
TRPC1,0.0749999999999999972,False,False,True
TRPC4,0.149999999999999994,False,True,True
TRPM2,0.149999999999999994,False,False,True
TRPM7,0.149999999999999994,True,False,True
TRPM8,0.277799999999999991,True,False,True
TRPS1,0.473600000000000021,False,False,True
TRPV3,0.326600000000000001,True,False,True
TSACC,0,False,False,True
TSC22D2,0.149999999999999994,False,False,True
TSC22D4,0.225000000000000006,False,False,True
TSEN34,0.149999999999999994,False,False,True
TSG101,0.149999999999999994,False,False,True
TSGA13,0.149999999999999994,False,False,True
TSHB,0.0749999999999999972,False,False,True
TSKU,0.149999999999999994,False,False,True
TSNARE1,0.149999999999999994,False,False,True
TSNAX,0.149999999999999994,False,False,True
TSPAN10,0.149999999999999994,False,False,True
TSPAN11,0.0749999999999999972,False,False,True
TSPAN14,0.0749999999999999972,False,False,True
TSPAN18,0.0749999999999999972,False,False,True
TSPAN3,0.149999999999999994,False,False,True
TSPAN31,0.149999999999999994,False,False,True
TSPAN7,0.0749999999999999972,False,False,True
TSPYL5,0.149999999999999994,False,False,True
TSR2,0.0749999999999999972,False,False,True
TSSK1B,0.283299999999999996,False,False,True
TSSK6,0.0749999999999999972,False,False,True
TSTD1,0.149999999999999994,False,False,True
TTC1,0.149999999999999994,False,False,True
TTC13,0.149999999999999994,False,False,True
TTC14,0.0749999999999999972,False,False,True
TTC16,0.149999999999999994,False,False,True
TTC26,0.149999999999999994,False,False,True
TTC27,0.0749999999999999972,False,False,True
TTC28,0.149999999999999994,False,False,True
TTC30B,0.0749999999999999972,False,False,True
TTC32,0.149999999999999994,False,False,True
TTC33,0.149999999999999994,False,False,True
TTC38,0.149999999999999994,False,False,True
TTC39A,0.0749999999999999972,False,False,True
TTC39B,0.0749999999999999972,False,True,True
TTC5,0.0749999999999999972,False,False,True
TTC6,0,False,False,True
TTC7A,0.149999999999999994,False,False,True
TTC7B,0.149999999999999994,False,False,True
TTC8,0.149999999999999994,False,False,True
TTLL10,0.0749999999999999972,False,False,True
TTLL3,0.149999999999999994,False,False,True
TTLL5,0.0749999999999999972,False,False,True
TTLL7,0.0749999999999999972,False,False,True
TTN,0.149999999999999994,False,False,True
TTPAL,0.149999999999999994,False,False,True
TTYH2,0.0749999999999999972,False,False,True
TUB,0.0749999999999999972,False,False,True
TUBA1A,0.36509999999999998,True,False,True
TUBA1B,0.234899999999999998,True,False,True
TUBA8,0.0749999999999999972,True,False,True
TUBAL3,0.0749999999999999972,False,False,True
TUBB2B,0.0749999999999999972,True,False,True
TUBB3,0.225000000000000006,True,False,True
TUBB4A,0,True,False,True
TUBB4B,0.329500000000000015,True,False,True
TUBB8,0.0749999999999999972,False,False,True
TUBG2,0.0749999999999999972,False,False,True
TUBGCP3,0.225000000000000006,False,False,True
TUBGCP6,0.149999999999999994,False,False,True
TUFT1,0.471899999999999986,False,False,True
TULP1,0.0749999999999999972,False,False,True
TULP4,0.149999999999999994,False,False,True
TUSC2,0.27789999999999998,False,False,True
TUSC3,0.149999999999999994,False,False,True
TWF2,0.351300000000000001,False,False,True
TWIST1,0.149999999999999994,False,False,True
TWIST2,0.149999999999999994,False,False,True
TWISTNB,0.225000000000000006,False,False,True
TXK,0.396100000000000008,False,False,True
TXLNGY,0,False,False,True
TXN,0.149999999999999994,True,False,True
TXN2,0.0749999999999999972,False,False,True
TXNDC11,0.0749999999999999972,False,False,True
TXNDC2,0.0749999999999999972,False,False,True
TXNIP,0.25,False,False,True
TXNL1,0.149999999999999994,False,False,True
TXNL4A,0.0749999999999999972,False,False,True
TYK2,0.38490000000000002,True,False,True
TYMS,0.149999999999999994,True,False,True
TYROBP,0.149999999999999994,False,False,True
TYRP1,0.0749999999999999972,True,True,True
TYW1,0.174999999999999989,False,False,True
TYW1B,0.0749999999999999972,False,False,True
TYW3,0.0749999999999999972,False,False,True
TYW5,0,False,False,True
U2AF1L4,0.149999999999999994,False,False,True
U2AF2,0.149999999999999994,False,False,True
U2SURP,0,False,False,True
UAP1,0.149999999999999994,True,False,True
UBA1,0.204100000000000004,False,False,True
UBA2,0.149999999999999994,False,False,True
UBA52,0.149999999999999994,False,False,True
UBA6,0.0749999999999999972,False,False,True
UBAC1,0.0749999999999999972,False,False,True
UBALD2,0,False,False,True
UBAP1L,0,False,False,True
UBAP2,0.149999999999999994,False,True,True
UBB,0.369999999999999996,False,False,True
UBC,0.539100000000000024,False,False,True
UBE2D2,0.498699999999999977,False,False,True
UBE2DNL,0.0749999999999999972,False,False,True
UBE2E1,0.225000000000000006,False,False,True
UBE2E3,0.149999999999999994,False,False,True
UBE2G1,0.149999999999999994,False,False,True
UBE2G2,0.0749999999999999972,False,False,True
UBE2H,0.225000000000000006,False,False,True
UBE2J1,0.149999999999999994,False,False,True
UBE2J2,0.0749999999999999972,False,False,True
UBE2L3,0.225000000000000006,False,False,True
UBE2NL,0.0749999999999999972,False,False,True
UBE2O,0.149999999999999994,False,False,True
UBE2Q1,0.0749999999999999972,False,False,True
UBE2Q2P1,0.0749999999999999972,False,False,True
UBE2QL1,0.149999999999999994,False,False,True
UBE2S,0.0749999999999999972,False,False,True
UBE2T,0.0749999999999999972,False,False,True
UBE2U,0.149999999999999994,False,False,True
UBE2V2,0.225000000000000006,False,False,True
UBE2Z,0.200000000000000011,False,False,True
UBE3A,0.149999999999999994,False,False,True
UBE3D,0,False,False,True
UBE4B,0.149999999999999994,False,False,True
UBFD1,0.149999999999999994,False,False,True
UBIAD1,0.0749999999999999972,False,False,True
UBL5,0.0749999999999999972,False,False,True
UBL7,0.149999999999999994,False,False,True
UBLCP1,0.149999999999999994,False,False,True
UBN1,0.0749999999999999972,False,False,True
UBN2,0.0749999999999999972,False,False,True
UBP1,0.149999999999999994,False,False,True
UBQLN1,0.0749999999999999972,False,False,True
UBQLN4,0.0749999999999999972,False,False,True
UBQLNL,0.149999999999999994,False,False,True
UBR1,0.0749999999999999972,False,False,True
UBTF,0.0749999999999999972,False,False,True
UBXN10,0.0749999999999999972,False,False,True
UBXN2B,0.149999999999999994,False,False,True
UBXN6,0.149999999999999994,False,False,True
UBXN7,0.0749999999999999972,False,False,True
UCHL3,0.149999999999999994,False,False,True
UCP2,0.149999999999999994,False,False,True
UFC1,0.149999999999999994,False,False,True
UFL1,0,False,False,True
UFSP1,0.0749999999999999972,False,False,True
UFSP2,0.0749999999999999972,False,False,True
UGCG,0.33929999999999999,True,False,True
UGDH,0.343299999999999994,True,False,True
UGGT2,0.149999999999999994,False,False,True
UGP2,0.149999999999999994,False,False,True
UGT1A4,0.149999999999999994,False,False,True
UGT2A2,0,False,False,True
