Gene Symbol,Gene ID,Cytoband
DEFB131A,0,4p16.1
HMX1,0,4p16.1
USP17L15,0,4p16.1
USP17L5,0,4p16.1
USP17L12,0,4p16.1
USP17L30,0,4p16.1
USP17L26,0,4p16.1
FAM90A26,0,4p16.1
USP17L25,0,4p16.1
USP17L28,0,4p16.1
USP17L10,0,4p16.1
USP17L29,0,4p16.1
USP17L24,0,4p16.1
USP17L13,0,4p16.1
USP17L11,0,4p16.1
USP17L27,0,4p16.1
USP17L19,0,4p16.1
USP17L22,0,4p16.1
USP17L17,0,4p16.1
USP17L21,0,4p16.1
USP17L20,0,4p16.1
USP17L18,0,4p16.1
USP17L23,0,4p16.1
SLC2A9,0,4p16.1
DRD5,0,4p16.1
WDR1,0,4p16.1
ZNF518B,0,4p16.1
CLNK,0,4p16.1
HS3ST1,0,4p15.33
RAB28,0,4p15.33
NKX3-2,0,4p15.33
BOD1L1,0,4p15.33
,0,4p15.33
CPEB2,0,4p15.32
C1QTNF7,0,4p15.32
CC2D2A,0,4p15.32
FBXL5,0,4p15.32
FAM200B,0,4p15.32
BST1,0,4p15.32
CD38,0,4p15.32
FGFBP1,0,4p15.32
FGFBP2,0,4p15.32
PROM1,0,4p15.32
TAPT1,0,4p15.32
LDB2,0,4p15.32
QDPR,0,4p15.32
CLRN2,0,4p15.32
LAP3,0,4p15.32
MED28,0,4p15.32
FAM184B,0,4p15.32
DCAF16,0,4p15.31
NCAPG,0,4p15.31
LCORL,0,4p15.31
SLIT2,0,4p15.31
PACRGL,0,4p15.31
KCNIP4,0,4p15.31
ADGRA3,0,4p15.2
PPARGC1A,0,4p15.2
DHX15,0,4p15.2
SOD3,0,4p15.2
CCDC149,0,4p15.2
LGI2,0,4p15.2
SEPSECS,0,4p15.2
PI4K2B,0,4p15.2
PI4K2B,0,4p15.2
ZCCHC4,0,4p15.2
ANAPC4,0,4p15.2
SLC34A2,0,4p15.2
SEL1L3,0,4p15.2
SMIM20,0,4p15.2
RBPJ,0,4p15.2
CCKAR,0,4p15.2
TBC1D19,0,4p15.2
STIM2,0,4p15.2
PCDH7,0,4p15.1
ARAP2,0,4p14
DTHD1,0,4p14
NWD2,0,4p14
C4orf19,0,4p14
RELL1,0,4p14
PGM2,0,4p14
AC021106.3,0,4p14
TBC1D1,0,4p14
PTTG2,0,4p14
KLF3,0,4p14
TLR10,0,4p14
TLR1,0,4p14
TLR6,0,4p14
FAM114A1,0,4p14
TMEM156,0,4p14
KLHL5,0,4p14
WDR19,0,4p14
RFC1,0,4p14
KLB,0,4p14
RPL9,0,4p14
LIAS,0,4p14
UGDH,0,4p14
SMIM14,0,4p14
UBE2K,0,4p14
PDS5A,0,4p14
N4BP2,0,4p14
RHOH,0,4p14
CHRNA9,0,4p14
RBM47,0,4p14
NSUN7,0,4p14
APBB2,0,4p14
UCHL1,0,4p13
LIMCH1,0,4p13
PHOX2B,0,4p13
TMEM33,0,4p13
DCAF4L1,0,4p13
SLC30A9,0,4p13
BEND4,0,4p13
SHISA3,0,4p13
ATP8A1,0,4p13
GRXCR1,0,4p13
KCTD8,0,4p13
YIPF7,0,4p12
GUF1,0,4p12
GNPDA2,0,4p12
GABRG1,0,4p12
GABRA2,0,4p12
COX7B2,0,4p12
GABRA4,0,4p12
GABRB1,0,4p12
COMMD8,0,4p12
ATP10D,0,4p12
CORIN,0,4p12
NFXL1,0,4p12
NIPAL1,0,4p12
CNGA1,0,4p12
TXK,0,4p12
FRYL,0,4p11
SLAIN2,0,4p11
OCIAD1,0,4p11
CWH43,0,4p11
TEC,0,4p12
OCIAD2,0,4p11
SLC10A4,0,4p11
ZAR1,0,4p11
DCUN1D4,0,4q12
LRRC66,0,4q12
SGCB,0,4q12
SPATA18,0,4q12
USP46,0,4q12
ERVMER34-1,0,4q12
RASL11B,0,4q12
SCFD2,0,4q12
FIP1L1,0,4q12
LNX1,0,4q12
CHIC2,0,4q12
GSX2,0,4q12
PDGFRA,0,4q12
KIT,0,4q12
KDR,0,4q12
SRD5A3,0,4q12
TMEM165,0,4q12
CLOCK,0,4q12
PDCL2,0,4q12
NMU,0,4q12
EXOC1,0,4q12
CEP135,0,4q12
CRACD,0,4q12
AASDH,0,4q12
PPAT,0,4q12
PAICS,0,4q12
SRP72,0,4q12
ARL9,0,4q12
THEGL,0,4q12
HOPX,0,4q12
SPINK2,0,4q12
REST,0,4q12
NOA1,0,4q12
POLR2B,0,4q12
IGFBP7,0,4q12
ADGRL3,0,4q13.1
TECRL,0,4q13.1
EPHA5,0,4q13.1
CENPC,0,4q13.2
STAP1,0,4q13.2
UBA6,0,4q13.2
GNRHR,0,4q13.2
TMPRSS11D,0,4q13.2
TMPRSS11A,0,4q13.2
TMPRSS11F,0,4q13.2
TMPRSS11B,0,4q13.2
YTHDC1,0,4q13.2
TMPRSS11E,0,4q13.2
UGT2B10,0,4q13.2
UGT2A3,0,4q13.2
UGT2B28,0,4q13.2
UGT2B7,0,4q13.2
UGT2B15,0,4q13.2
UGT2B17,0,4q13.2
UGT2B11,0,4q13.2
UGT2B4,0,4q13.3
UGT2A1,0,4q13.3
,0,4q13.3
UGT2A2,0,4q13.3
SULT1B1,0,4q13.3
SULT1E1,0,4q13.3
CSN1S1,0,4q13.3
CSN2,0,4q13.3
STATH,0,4q13.3
,0,4q13.3
HTN3,0,4q13.3
HTN1,0,4q13.3
PRR27,0,4q13.3
ODAM,0,4q13.3
FDCSP,0,4q13.3
CSN3,0,4q13.3
CABS1,0,4q13.3
SMR3A,0,4q13.3
SMR3B,0,4q13.3
OPRPN,0,4q13.3
MUC7,0,4q13.3
AMTN,0,4q13.3
AMBN,0,4q13.3
ENAM,0,4q13.3
JCHAIN,0,4q13.3
UTP3,0,4q13.3
RUFY3,0,4q13.3
GRSF1,0,4q13.3
MOB1B,0,4q13.3
DCK,0,4q13.3
SLC4A4,0,4q13.3
GC,0,4q13.3
NPFFR2,0,4q13.3
ADAMTS3,0,4q13.3
COX18,0,4q13.3
ANKRD17,0,4q13.3
ALB,0,4q13.3
AFP,0,4q13.3
AFM,0,4q13.3
RASSF6,0,4q13.3
CXCL8,0,4q13.3
CXCL6,0,4q13.3
PF4V1,0,4q13.3
CXCL1,0,4q13.3
PF4,0,4q13.3
PPBP,0,4q13.3
CXCL5,0,4q13.3
CXCL3,0,4q13.3
CXCL2,0,4q13.3
MTHFD2L,0,4q13.3
EPGN,0,4q13.3
EREG,0,4q13.3
AREG,0,4q13.3
BTC,0,4q13.3
PARM1,0,4q13.3
RCHY1,0,4q21.1
THAP6,0,4q21.1
ODAPH,0,4q21.1
CDKL2,0,4q21.1
G3BP2,0,4q21.1
USO1,0,4q21.1
PPEF2,0,4q21.1
NAAA,0,4q21.1
SDAD1,0,4q21.1
,0,4q21.1
,0,4q21.1
CXCL9,0,4q21.1
ART3,0,4q21.1
CXCL10,0,4q21.1
CXCL11,0,4q21.1
NUP54,0,4q21.1
SCARB2,0,4q21.1
FAM47E,0,4q21.1
FAM47E-STBD1,0,4q21.1
STBD1,0,4q21.1
CCDC158,0,4q21.1
SHROOM3,0,4q21.1
SOWAHB,0,4q21.1
SEPTIN11,0,4q21.1
CCNI,0,4q21.1
CCNG2,0,4q21.1
CXCL13,0,4q21.1
CNOT6L,0,4q21.1
MRPL1,0,4q21.1
FRAS1,0,4q21.21
ANXA3,0,4q21.21
BMP2K,0,4q21.21
PAQR3,0,4q21.21
NAA11,0,4q21.21
GK2,0,4q21.21
ANTXR2,0,4q21.21
PRDM8,0,4q21.21
FGF5,0,4q21.21
CFAP299,0,4q21.21
BMP3,0,4q21.21
PRKG2,0,4q21.21
RASGEF1B,0,4q21.21
HNRNPD,0,4q21.22
HNRNPDL,0,4q21.22
ENOPH1,0,4q21.22
TMEM150C,0,4q21.22
SCD5,0,4q21.22
SEC31A,0,4q21.22
THAP9,0,4q21.22
LIN54,0,4q21.22
COPS4,0,4q21.22
PLAC8,0,4q21.22
COQ2,0,4q21.23
HPSE,0,4q21.23
HELQ,0,4q21.23
MRPS18C,0,4q21.23
ABRAXAS1,0,4q21.23
GPAT3,0,4q21.23
NKX6-1,0,4q21.23
CDS1,0,4q21.23
WDFY3,0,4q21.23
ARHGAP24,0,4q21.23
MAPK10,0,4q21.3
PTPN13,0,4q21.3
SLC10A6,0,4q21.3
C4orf36,0,4q21.3
AFF1,0,4q21.3
KLHL8,0,4q22.1
HSD17B13,0,4q22.1
HSD17B11,0,4q22.1
NUDT9,0,4q22.1
SPARCL1,0,4q22.1
DSPP,0,4q22.1
DMP1,0,4q22.1
IBSP,0,4q22.1
MEPE,0,4q22.1
SPP1,0,4q22.1
PKD2,0,4q22.1
ABCG2,0,4q22.1
PPM1K,0,4q22.1
HERC6,0,4q22.1
HERC5,0,4q22.1
HERC3,0,4q22.1
PYURF,0,4q22.1
PIGY,0,4q22.1
NAP1L5,0,4q22.1
FAM13A,0,4q22.1
TIGD2,0,4q22.1
GPRIN3,0,4q22.1
SNCA,0,4q22.1
MMRN1,0,4q22.1
CCSER1,0,4q22.1
GRID2,0,4q22.1
ATOH1,0,4q22.2
SMARCAD1,0,4q22.3
HPGDS,0,4q22.3
PDLIM5,0,4q22.3
BMPR1B,0,4q22.3
UNC5C,0,4q22.3
PDHA2,0,4q22.3
STPG2,0,4q22.3
RAP1GDS1,0,4q23
TSPAN5,0,4q23
EIF4E,0,4q23
METAP1,0,4q23
ADH5,0,4q23
ADH4,0,4q23
ADH6,0,4q23
ADH1A,0,4q23
ADH1B,0,4q23
ADH1C,0,4q23
ADH7,0,4q23
C4orf17,0,4q23
TRMT10A,0,4q23
MTTP,0,4q23
C4orf54,0,4q23
DAPP1,0,4q23
LAMTOR3,0,4q23
DNAJB14,0,4q23
H2AZ1,0,4q23
DDIT4L,0,4q24
EMCN,0,4q24
PPP3CA,0,4q24
BANK1,0,4q24
SLC39A8,0,4q24
NFKB1,0,4q24
MANBA,0,4q24
UBE2D3,0,4q24
CISD2,0,4q24
SLC9B1,0,4q24
SLC9B2,0,4q24
BDH2,0,4q24
CENPE,0,4q24
TACR3,0,4q24
CXXC4,0,4q24
TET2,0,4q24
PPA2,0,4q24
ARHGEF38,0,4q24
INTS12,0,4q24
GSTCD,0,4q24
NPNT,0,4q24
TBCK,0,4q24
AIMP1,0,4q24
DKK2,0,4q25
PAPSS1,0,4q25
SGMS2,0,4q25
CYP2U1,0,4q25
HADH,0,4q25
LEF1,0,4q25
RPL34,0,4q25
OSTC,0,4q25
ETNPPL,0,4q25
COL25A1,0,4q25
SEC24B,0,4q25
MCUB,0,4q25
CASP6,0,4q25
PLA2G12A,0,4q25
CFI,0,4q25
GAR1,0,4q25
RRH,0,4q25
LRIT3,0,4q25
EGF,0,4q25
ELOVL6,0,4q25
ENPEP,0,4q25
PITX2,0,4q25
FAM241A,0,4q25
AP1AR,0,4q25
TIFA,0,4q25
ALPK1,0,4q25
NEUROG2,0,4q25
ZGRF1,0,4q25
LARP7,0,4q25
ANK2,0,4q25
CAMK2D,0,4q26
ARSJ,0,4q26
UGT8,0,4q26
NDST4,0,4q26
MTRNR2L13,0,4q26
TRAM1L1,0,4q26
NDST3,0,4q26
PRSS12,0,4q26
METTL14,0,4q26
SEC24D,0,4q26
SYNPO2,0,4q26
MYOZ2,0,4q26
USP53,0,4q26
C4orf3,0,4q26
FABP2,0,4q26
PDE5A,0,4q26
MAD2L1,0,4q27
PRDM5,0,4q27
NDNF,0,4q27
TNIP3,0,4q27
QRFPR,0,4q27
ANXA5,0,4q27
TMEM155,0,4q27
EXOSC9,0,4q27
CCNA2,0,4q27
BBS7,0,4q27
TRPC3,0,4q27
KIAA1109,0,4q27
ADAD1,0,4q27
IL2,0,4q27
IL21,0,4q27
BBS12,0,4q27
FGF2,0,4q28.1
NUDT6,0,4q28.1
SPATA5,0,4q28.1
SPRY1,0,4q28.1
ANKRD50,0,4q28.1
FAT4,0,4q28.1
INTU,0,4q28.1
SLC25A31,0,4q28.1
HSPA4L,0,4q28.1
PLK4,0,4q28.1
MFSD8,0,4q28.2
ABHD18,0,4q28.2
LARP1B,0,4q28.2
PGRMC2,0,4q28.2
JADE1,0,4q28.2
SCLT1,0,4q28.2
C4orf33,0,4q28.2
PCDH10,0,4q28.3
PABPC4L,0,4q28.3
PCDH18,0,4q28.3
SLC7A11,0,4q28.3
NOCT,0,4q31.1
ELF2,0,4q31.1
NDUFC1,0,4q31.1
MGARP,0,4q31.1
NAA15,0,4q31.1
RAB33B,0,4q31.1
SETD7,0,4q31.1
MGST2,0,4q31.1
MAML3,0,4q31.1
SCOC,0,4q31.1
CLGN,0,4q31.1
MGAT4D,0,4q31.1
ELMOD2,0,4q31.1
UCP1,0,4q31.1
TBC1D9,0,4q31.21
RNF150,0,4q31.21
ZNF330,0,4q31.21
IL15,0,4q31.21
INPP4B,0,4q31.21
USP38,0,4q31.21
GAB1,0,4q31.21
SMARCA5,0,4q31.21
FREM3,0,4q31.21
GYPA,0,4q31.21
GYPE,0,4q31.21
GYPB,0,4q31.21
HHIP,0,4q31.21
ANAPC10,0,4q31.21
ABCE1,0,4q31.21
OTUD4,0,4q31.21
SMAD1,0,4q31.21
MMAA,0,4q31.21
C4orf51,0,4q31.21
ZNF827,0,4q31.21
LSM6,0,4q31.22
SLC10A7,0,4q31.22
POU4F2,0,4q31.22
TTC29,0,4q31.22
EDNRA,0,4q31.22
TMEM184C,0,4q31.23
PRMT9,0,4q31.23
ARHGAP10,0,4q31.23
NR3C2,0,4q31.23
DCLK2,0,4q31.23
LRBA,0,4q31.3
MAB21L2,0,4q31.3
SH3D19,0,4q31.3
RPS3A,0,4q31.3
PRSS48,0,4q31.3
FAM160A1,0,4q31.3
GATB,0,4q31.3
FBXW7,0,4q31.3
TMEM154,0,4q31.3
ARFIP1,0,4q31.3
TIGD4,0,4q31.3
FHDC1,0,4q31.3
TRIM2,0,4q31.3
MND1,0,4q31.3
TMEM131L,0,4q31.3
TLR2,0,4q31.3
RNF175,0,4q31.3
SFRP2,0,4q31.3
DCHS2,0,4q31.3
PLRG1,0,4q31.3
FGB,0,4q31.3
FGA,0,4q31.3
FGG,0,4q32.1
LRAT,0,4q32.1
RBM46,0,4q32.1
NPY2R,0,4q32.1
MAP9,0,4q32.1
GUCY1A1,0,4q32.1
GUCY1B1,0,4q32.1
ASIC5,0,4q32.1
TDO2,0,4q32.1
CTSO,0,4q32.1
PDGFC,0,4q32.1
GLRB,0,4q32.1
GRIA2,0,4q32.1
GASK1B,0,4q32.1
TMEM144,0,4q32.1
RXFP1,0,4q32.1
C4orf46,0,4q32.1
ETFDH,0,4q32.1
PPID,0,4q32.1
FNIP2,0,4q32.1
C4orf45,0,4q32.1
RAPGEF2,0,4q32.1
FSTL5,0,4q32.2
NAF1,0,4q32.2
NPY1R,0,4q32.2
NPY5R,0,4q32.2
TKTL2,0,4q32.2
TMA16,0,4q32.2
MARCHF1,0,4q32.2
TRIM61,0,4q32.3
APELA,0,4q32.3
FAM218A,0,4q32.3
TRIM60,0,4q32.3
TMEM192,0,4q32.3
KLHL2,0,4q32.3
MSMO1,0,4q32.3
CPE,0,4q32.3
TLL1,0,4q32.3
SPOCK3,0,4q32.3
ANXA10,0,4q32.3
DDX60,0,4q32.3
DDX60L,0,4q32.3
PALLD,0,4q32.3
CBR4,0,4q32.3
SH3RF1,0,4q32.3
NEK1,0,4q33
CLCN3,0,4q33
HPF1,0,4q33
MFAP3L,0,4q33
AADAT,0,4q33
GALNTL6,0,4q34.1
GALNT7,0,4q34.1
HMGB2,0,4q34.1
SAP30,0,4q34.1
SCRG1,0,4q34.1
HAND2,0,4q34.1
FBXO8,0,4q34.1
CEP44,0,4q34.1
HPGD,0,4q34.1
GLRA3,0,4q34.1
ADAM29,0,4q34.1
GPM6A,0,4q34.2
WDR17,0,4q34.2
SPATA4,0,4q34.2
ASB5,0,4q34.2
SPCS3,0,4q34.2
VEGFC,0,4q34.3
NEIL3,0,4q34.3
AGA,0,4q34.3
TENM3,0,4q34.3
DCTD,0,4q35.1
WWC2,0,4q35.1
CLDN22,0,4q35.1
CLDN24,0,4q35.1
CDKN2AIP,0,4q35.1
ING2,0,4q35.1
ENPP6,0,4q35.1
TRAPPC11,0,4q35.1
STOX2,0,4q35.1
RWDD4,0,4q35.1
IRF2,0,4q35.1
CENPU,0,4q35.1
CASP3,0,4q35.1
PRIMPOL,0,4q35.1
ACSL1,0,4q35.1
SNX25,0,4q35.1
LRP2BP,0,4q35.1
SLC25A4,0,4q35.1
CFAP97,0,4q35.1
HELT,0,4q35.1
UFSP2,0,4q35.1
ANKRD37,0,4q35.1
C4orf47,0,4q35.1
CCDC110,0,4q35.1
PDLIM3,0,4q35.1
SORBS2,0,4q35.1
TLR3,0,4q35.1
FAM149A,0,4q35.1
CYP4V2,0,4q35.1
KLKB1,0,4q35.2
F11,0,4q35.2
AC018709.1,0,4q35.2
MTNR1A,0,4q35.2
FAT1,0,4q35.2
FRG1,0,4q35.2
TRIML2,0,4q35.2
ZFP42,0,4q35.2
TRIML1,0,4q35.2
FRG2,0,4q35.2
DUX4,0,4q35.2
BRD9,0,5p15.33
AHRR,0,5p15.33
SLC9A3,0,5p15.33
TRIP13,0,5p15.33
SDHA,0,5p15.33
CEP72,0,5p15.33
PLEKHG4B,0,5p15.33
CCDC127,0,5p15.33
TPPP,0,5p15.33
EXOC3,0,5p15.33
LRRC14B,0,5p15.33
ZDHHC11,0,5p15.33
ZDHHC11B,0,5p15.33
PDCD6,0,5p15.33
NKD2,0,5p15.33
SLC12A7,0,5p15.33
TERT,0,5p15.33
SLC6A18,0,5p15.33
SLC6A19,0,5p15.33
CLPTM1L,0,5p15.33
SLC6A3,0,5p15.33
IRX4,0,5p15.33
NDUFS6,0,5p15.33
LPCAT1,0,5p15.33
MRPL36,0,5p15.33
IRX2,0,5p15.33
C5orf38,0,5p15.33
IRX1,0,5p15.33
ADAMTS16,0,5p15.32
ICE1,0,5p15.32
MED10,0,5p15.31
UBE2QL1,0,5p15.31
NSUN2,0,5p15.31
SRD5A1,0,5p15.31
TENT4A,0,5p15.31
ADCY2,0,5p15.31
C5orf49,0,5p15.31
MTRR,0,5p15.31
FASTKD3,0,5p15.31
SEMA5A,0,5p15.31
TAS2R1,0,5p15.31
ATPSCKMT,0,5p15.2
CCT5,0,5p15.2
CMBL,0,5p15.2
MARCHF6,0,5p15.2
ROPN1L,0,5p15.2
ANKRD33B,0,5p15.2
DAP,0,5p15.2
CTNND2,0,5p15.2
DNAH5,0,5p15.2
TRIO,0,5p15.2
,0,5p15.2
OTULINL,0,5p15.2
OTULIN,0,5p15.2
ANKH,0,5p15.2
FBXL7,0,5p15.1
MARCHF11,0,5p15.1
ZNF622,0,5p15.1
RETREG1,0,5p15.1
MYO10,0,5p15.1
BASP1,0,5p15.1
CDH18,0,5p14.3
CDH12,0,5p14.3
PRDM9,0,5p14.2
CDH10,0,5p14.2
CDH9,0,5p14.1
CDH6,0,5p13.3
DROSHA,0,5p13.3
C5orf22,0,5p13.3
PDZD2,0,5p13.3
GOLPH3,0,5p13.3
MTMR12,0,5p13.3
ZFR,0,5p13.3
SUB1,0,5p13.3
NPR3,0,5p13.3
TARS1,0,5p13.3
ADAMTS12,0,5p13.3
RXFP3,0,5p13.2
RAI14,0,5p13.2
C1QTNF3,0,5p13.2
SLC45A2,0,5p13.2
AMACR,0,5p13.2
C1QTNF3-AMACR,0,5p13.2
TTC23L,0,5p13.2
RAD1,0,5p13.2
BRIX1,0,5p13.2
DNAJC21,0,5p13.2
AGXT2,0,5p13.2
PRLR,0,5p13.2
SPEF2,0,5p13.2
IL7R,0,5p13.2
CAPSL,0,5p13.2
UGT3A1,0,5p13.2
UGT3A2,0,5p13.2
LMBRD2,0,5p13.2
SKP2,0,5p13.2
NADK2,0,5p13.2
RANBP3L,0,5p13.2
SLC1A3,0,5p13.2
NIPBL,0,5p13.2
CPLANE1,0,5p13.2
NUP155,0,5p13.2
WDR70,0,5p13.2
GDNF,0,5p13.2
EGFLAM,0,5p13.2
LIFR,0,5p13.1
OSMR,0,5p13.1
RICTOR,0,5p13.1
FYB1,0,5p13.1
C9,0,5p13.1
DAB2,0,5p13.1
PTGER4,0,5p13.1
TTC33,0,5p13.1
PRKAA1,0,5p13.1
,0,5p13.1
RPL37,0,5p13.1
CARD6,0,5p13.1
C7,0,5p13.1
MROH2B,0,5p13.1
C6,0,5p13.1
PLCXD3,0,5p13.1
OXCT1,0,5p13.1
C5orf51,0,5p13.1
FBXO4,0,5p13.1
GHR,0,5p13.1
CCDC152,0,5p12
SELENOP,0,5p12
ANXA2R,0,5p12
ZNF131,0,5p12
NIM1K,0,5p12
HMGCS1,0,5p12
CCL28,0,5p12
TMEM267,0,5p12
C5orf34,0,5p12
PAIP1,0,5p12
NNT,0,5p12
FGF10,0,5p12
MRPS30,0,5p12
HCN1,0,5p12
PARP8,0,5q11.1
EMB,0,5q11.1
ISL1,0,5q11.1
PELO,0,5q11.2
ITGA1,0,5q11.2
ITGA2,0,5q11.2
MOCS2,0,5q11.2
FST,0,5q11.2
NDUFS4,0,5q11.2
ARL15,0,5q11.2
HSPB3,0,5q11.2
SNX18,0,5q11.2
ESM1,0,5q11.2
GZMK,0,5q11.2
GZMA,0,5q11.2
CDC20B,0,5q11.2
GPX8,0,5q11.2
MCIDAS,0,5q11.2
CCNO,0,5q11.2
DHX29,0,5q11.2
MTREX,0,5q11.2
PLPP1,0,5q11.2
SLC38A9,0,5q11.2
DDX4,0,5q11.2
IL31RA,0,5q11.2
,0,5q11.2
IL6ST,0,5q11.2
ANKRD55,0,5q11.2
C5orf67,0,5q11.2
MAP3K1,0,5q11.2
SETD9,0,5q11.2
MIER3,0,5q11.2
GPBP1,0,5q11.2
ACTBL2,0,5q11.2
PLK2,0,5q11.2
GAPT,0,5q11.2
RAB3C,0,5q11.2
PDE4D,0,5q11.2
,0,5q12.1
DEPDC1B,0,5q12.1
ELOVL7,0,5q12.1
ERCC8,0,5q12.1
NDUFAF2,0,5q12.1
SMIM15,0,5q12.1
ZSWIM6,0,5q12.1
KIF2A,0,5q12.1
DIMT1,0,5q12.1
IPO11,0,5q12.1
LRRC70,0,5q12.1
HTR1A,0,5q12.3
RNF180,0,5q12.3
RGS7BP,0,5q12.3
SHISAL2B,0,5q12.3
SREK1IP1,0,5q12.3
CWC27,0,5q12.3
ADAMTS6,0,5q12.3
CENPK,0,5q12.3
PPWD1,0,5q12.3
TRIM23,0,5q12.3
TRAPPC13,0,5q12.3
SHLD3,0,5q12.3
SGTB,0,5q12.3
NLN,0,5q12.3
ERBIN,0,5q12.3
SREK1,0,5q12.3
MAST4,0,5q12.3
CD180,0,5q12.3
PIK3R1,0,5q13.1
SLC30A5,0,5q13.1
CCNB1,0,5q13.2
CENPH,0,5q13.2
MRPS36,0,5q13.2
CDK7,0,5q13.2
CCDC125,0,5q13.2
AK6,0,5q13.2
TAF9,0,5q13.2
RAD17,0,5q13.2
MARVELD2,0,5q13.2
GTF2H2,0,5q13.2
SERF1A,0,5q13.2
SMN1,0,5q13.2
GTF2H2C,0,5q13.2
OCLN,0,5q13.2
SMN2,0,5q13.2
SERF1B,0,5q13.2
NAIP,0,5q13.2
BDP1,0,5q13.2
MCCC2,0,5q13.2
CARTPT,0,5q13.2
MAP1B,0,5q13.2
MRPS27,0,5q13.2
PTCD2,0,5q13.2
ZNF366,0,5q13.2
TNPO1,0,5q13.2
FCHO2,0,5q13.2
TMEM171,0,5q13.2
TMEM174,0,5q13.2
FOXD1,0,5q13.2
BTF3,0,5q13.2
ANKRA2,0,5q13.2
UTP15,0,5q13.2
ARHGEF28,0,5q13.2
ENC1,0,5q13.3
HEXB,0,5q13.3
GFM2,0,5q13.3
NSA2,0,5q13.3
FAM169A,0,5q13.3
GCNT4,0,5q13.3
ANKRD31,0,5q13.3
HMGCR,0,5q13.3
CERT1,0,5q13.3
POLK,0,5q13.3
ANKDD1B,0,5q13.3
POC5,0,5q13.3
SV2C,0,5q13.3
IQGAP2,0,5q13.3
F2RL2,0,5q13.3
F2R,0,5q13.3
F2RL1,0,5q13.3
S100Z,0,5q13.3
CRHBP,0,5q13.3
AGGF1,0,5q13.3
ZBED3,0,5q13.3
PDE8B,0,5q13.3
WDR41,0,5q13.3
OTP,0,5q14.1
TBCA,0,5q14.1
AP3B1,0,5q14.1
SCAMP1,0,5q14.1
LHFPL2,0,5q14.1
ARSB,0,5q14.1
DMGDH,0,5q14.1
BHMT2,0,5q14.1
BHMT,0,5q14.1
JMY,0,5q14.1
HOMER1,0,5q14.1
TENT2,0,5q14.1
CMYA5,0,5q14.1
MTX3,0,5q14.1
THBS4,0,5q14.1
SERINC5,0,5q14.1
SPZ1,0,5q14.1
ZFYVE16,0,5q14.1
FAM151B,0,5q14.1
ANKRD34B,0,5q14.1
DHFR,0,5q14.1
MSH3,0,5q14.1
RASGRF2,0,5q14.1
CKMT2,0,5q14.1
ZCCHC9,0,5q14.1
ACOT12,0,5q14.1
SSBP2,0,5q14.1
ATG10,0,5q14.1
RPS23,0,5q14.2
ATP6AP1L,0,5q14.2
TMEM167A,0,5q14.2
XRCC4,0,5q14.2
VCAN,0,5q14.2
HAPLN1,0,5q14.3
EDIL3,0,5q14.3
COX7C,0,5q14.3
RASA1,0,5q14.3
CCNH,0,5q14.3
TMEM161B,0,5q14.3
MEF2C,0,5q14.3
CETN3,0,5q14.3
MBLAC2,0,5q14.3
POLR3G,0,5q14.3
LYSMD3,0,5q14.3
ADGRV1,0,5q14.3
ARRDC3,0,5q14.3
NR2F1,0,5q15
FAM172A,0,5q15
POU5F2,0,5q15
KIAA0825,0,5q15
SLF1,0,5q15
MCTP1,0,5q15
FAM81B,0,5q15
TTC37,0,5q15
ARSK,0,5q15
GPR150,0,5q15
RFESD,0,5q15
SPATA9,0,5q15
RHOBTB3,0,5q15
GLRX,0,5q15
ELL2,0,5q15
PCSK1,0,5q15
CAST,0,5q15
ERAP1,0,5q15
ERAP2,0,5q15
LNPEP,0,5q15
LIX1,0,5q15
RIOK2,0,5q15
RGMB,0,5q15
AC008522.1,0,5q15
CHD1,0,5q15
FAM174A,0,5q21.1
ST8SIA4,0,5q21.1
SLCO4C1,0,5q21.1
SLCO6A1,0,5q21.1
PAM,0,5q21.1
GIN1,0,5q21.1
PPIP5K2,0,5q21.1
C5orf30,0,5q21.1
NUDT12,0,5q21.2
EFNA5,0,5q21.3
FBXL17,0,5q21.3
FER,0,5q21.3
PJA2,0,5q21.3
MAN2A1,0,5q21.3
TMEM232,0,5q22.1
SLC25A46,0,5q22.1
TSLP,0,5q22.1
WDR36,0,5q22.1
CAMK4,0,5q22.1
STARD4,0,5q22.1
NREP,0,5q22.1
EPB41L4A,0,5q22.1
APC,0,5q22.2
AC008575.1,0,5q22.2
SRP19,0,5q22.2
,0,5q22.2
REEP5,0,5q22.2
ZRSR2P1,0,5q22.2
DCP2,0,5q22.2
MCC,0,5q22.2
TSSK1B,0,5q22.2
YTHDC2,0,5q22.2
KCNN2,0,5q22.3
TRIM36,0,5q22.3
PGGT1B,0,5q22.3
CCDC112,0,5q22.3
FEM1C,0,5q22.3
TICAM2,0,5q22.3
TMED7-TICAM2,0,5q22.3
TMED7,0,5q22.3
CDO1,0,5q22.3
ATG12,0,5q22.3
AP3S1,0,5q22.3
,0,5q22.3
COMMD10,0,5q23.1
LVRN,0,5q23.1
ARL14EPL,0,5q23.1
,0,5q23.1
SEMA6A,0,5q23.1
DTWD2,0,5q23.1
DMXL1,0,5q23.1
TNFAIP8,0,5q23.1
HSD17B4,0,5q23.1
FAM170A,0,5q23.1
PRR16,0,5q23.1
FTMT,0,5q23.1
SRFBP1,0,5q23.1
LOX,0,5q23.1
ZNF474,0,5q23.2
SNCAIP,0,5q23.2
